date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow
2013-11-13 19:00:00,8,0,5.0,1019.0,cv,0.45,0
2013-11-13 20:00:00,8,0,4.0,1019.0,cv,0.9,0
2013-11-13 21:00:00,8,0,4.0,1019.0,cv,1.79,0
2013-11-13 22:00:00,8,-1,4.0,1019.0,NW,3.13,0
2013-11-13 23:00:00,8,-1,5.0,1019.0,NW,4.92,0
2013-11-14 00:00:00,8,-2,4.0,1019.0,NW,6.71,0
2013-11-14 01:00:00,6,-4,2.0,1019.0,NW,9.84,0
2013-11-14 02:00:00,6,-3,2.0,1019.0,NW,12.97,0
2013-11-14 03:00:00,7,-3,3.0,1019.0,NW,14.76,0
2013-11-14 04:00:00,3,-2,2.0,1019.0,NW,18.78,0
2013-11-14 05:00:00,1,-5,0.0,1019.0,NW,20.57,0
2013-11-14 06:00:00,1,-5,4.0,1019.0,NW,22.36,0
2013-11-14 07:00:00,1,-8,4.0,1019.0,NW,25.49,0
2013-11-14 08:00:00,0,-9,7.0,1020.0,cv,1.79,0
2013-11-14 09:00:00,1,-11,10.0,1020.0,NW,4.92,0
2013-11-14 10:00:00,1,-12,11.0,1020.0,NW,8.94,0
2013-11-14 11:00:00,0,-14,13.0,1019.0,NW,14.75,0
2013-11-14 12:00:00,1,-15,13.0,1018.0,NW,23.69,0
2013-11-14 13:00:00,1,-15,14.0,1018.0,NW,31.74,0
2013-11-14 14:00:00,1,-15,14.0,1017.0,NW,39.79,0
2013-11-14 15:00:00,1,-16,14.0,1017.0,NW,48.73,0
2013-11-14 16:00:00,1,-16,14.0,1017.0,NW,55.88,0
2013-11-14 17:00:00,2,-16,13.0,1017.0,NW,59.9,0
2013-11-14 18:00:00,2,-12,12.0,1018.0,SE,3.13,0
2013-11-14 19:00:00,2,-11,11.0,1018.0,SE,6.26,0
2013-11-14 20:00:00,2,-9,7.0,1018.0,cv,0.89,0
2013-11-14 21:00:00,2,-10,9.0,1019.0,cv,2.68,0
2013-11-14 22:00:00,2,-10,10.0,1019.0,SE,1.79,0
2013-11-14 23:00:00,2,-10,9.0,1019.0,NW,1.79,0
2013-11-15 00:00:00,2,-6,2.0,1019.0,NE,1.79,0
2013-11-15 01:00:00,3,-6,2.0,1019.0,SE,0.89,0
2013-11-15 02:00:00,3,-6,0.0,1019.0,cv,0.89,0
2013-11-15 03:00:00,3,-6,1.0,1019.0,cv,1.78,0
2013-11-15 04:00:00,3,-6,-1.0,1019.0,NW,0.89,0
2013-11-15 05:00:00,3,-6,-2.0,1019.0,NW,2.68,0
2013-11-15 06:00:00,4,-6,-2.0,1018.0,NW,4.47,0
2013-11-15 07:00:00,5,-5,-1.0,1019.0,cv,0.45,0
2013-11-15 08:00:00,8,-5,0.0,1019.0,SE,1.79,0
2013-11-15 09:00:00,5,-4,6.0,1019.0,cv,0.89,0
2013-11-15 10:00:00,3,-8,10.0,1019.0,NW,1.79,0
2013-11-15 11:00:00,2,-12,12.0,1018.0,NW,3.58,0
2013-11-15 12:00:00,2,-12,14.0,1017.0,NW,5.37,0
2013-11-15 13:00:00,2,-13,16.0,1016.0,SE,1.79,0
2013-11-15 14:00:00,2,-13,16.0,1014.0,SE,3.58,0
2013-11-15 15:00:00,4,-13,16.0,1015.0,SE,8.5,0
2013-11-15 16:00:00,3,-12,15.0,1015.0,SE,12.52,0
2013-11-15 17:00:00,3,-12,13.0,1015.0,SE,16.54,0
2013-11-15 18:00:00,2,-12,13.0,1015.0,SE,19.67,0
2013-11-15 19:00:00,3,-12,12.0,1015.0,SE,22.8,0
2013-11-15 20:00:00,3,-7,6.0,1015.0,cv,0.89,0
2013-11-15 21:00:00,3,-7,4.0,1016.0,NE,0.89,0
2013-11-15 22:00:00,3,-5,4.0,1015.0,SE,1.79,0
2013-11-15 23:00:00,6,-7,3.0,1015.0,cv,0.89,0
2013-11-16 00:00:00,6,-6,4.0,1015.0,cv,1.78,0
2013-11-16 01:00:00,6,-6,3.0,1014.0,NW,1.79,0
2013-11-16 02:00:00,6,-5,3.0,1014.0,NW,3.58,0
2013-11-16 03:00:00,6,-5,4.0,1014.0,cv,0.89,0
2013-11-16 04:00:00,4,-6,5.0,1014.0,NW,3.13,0
2013-11-16 05:00:00,2,-8,8.0,1014.0,NW,6.26,0
2013-11-16 06:00:00,1,-9,10.0,1015.0,NW,16.09,0
2013-11-16 07:00:00,1,-10,10.0,1016.0,NW,25.92,0
2013-11-16 08:00:00,1,-10,10.0,1017.0,NW,34.86,0
2013-11-16 09:00:00,1,-11,11.0,1018.0,NW,44.69,0
2013-11-16 10:00:00,1,-12,12.0,1018.0,NW,56.76,0
2013-11-16 11:00:00,0,-13,12.0,1019.0,NW,69.72,0
2013-11-16 12:00:00,0,-14,13.0,1018.0,NW,81.79,0
2013-11-16 13:00:00,0,-16,12.0,1018.0,NW,95.65,0
2013-11-16 14:00:00,0,-17,12.0,1019.0,NW,109.51,0
2013-11-16 15:00:00,0,-16,11.0,1020.0,NW,122.47,0
2013-11-16 16:00:00,0,-15,10.0,1021.0,NW,134.54,0
2013-11-16 17:00:00,0,-15,8.0,1022.0,NW,146.61,0
2013-11-16 18:00:00,0,-15,8.0,1023.0,NW,158.68,0
2013-11-16 19:00:00,0,-15,7.0,1024.0,NW,170.75,0
2013-11-16 20:00:00,0,-15,6.0,1025.0,NW,178.8,0
2013-11-16 21:00:00,0,-15,6.0,1025.0,NW,183.72,0
2013-11-16 22:00:00,0,-15,6.0,1025.0,NW,189.53,0
2013-11-16 23:00:00,0,-14,6.0,1024.0,NW,194.45,0
2013-11-17 00:00:00,0,-14,3.0,1024.0,NW,196.24,0
2013-11-17 01:00:00,1,-12,2.0,1023.0,cv,0.89,0
2013-11-17 02:00:00,1,-9,1.0,1023.0,cv,1.34,0
2013-11-17 03:00:00,1,-8,-1.0,1023.0,cv,1.79,0
2013-11-17 04:00:00,1,-8,-2.0,1022.0,cv,2.24,0
2013-11-17 05:00:00,0,-8,-2.0,1022.0,cv,3.13,0
2013-11-17 06:00:00,0,-10,1.0,1023.0,NW,4.02,0
2013-11-17 07:00:00,0,-11,-1.0,1024.0,NW,7.15,0
2013-11-17 08:00:00,0,-11,2.0,1025.0,NW,8.94,0
2013-11-17 09:00:00,0,-15,7.0,1025.0,NW,12.96,0
2013-11-17 10:00:00,0,-16,9.0,1025.0,NW,16.09,0
2013-11-17 11:00:00,0,-20,9.0,1025.0,NW,24.14,0
2013-11-17 12:00:00,0,-20,10.0,1024.0,NW,35.32,0
2013-11-17 13:00:00,0,-21,9.0,1023.0,NW,48.28,0
2013-11-17 14:00:00,0,-21,10.0,1023.0,NW,58.11,0
2013-11-17 15:00:00,0,-20,10.0,1023.0,NW,67.05,0
2013-11-17 16:00:00,0,-19,9.0,1024.0,NW,75.1,0
2013-11-17 17:00:00,0,-19,8.0,1025.0,NW,84.04,0
2013-11-17 18:00:00,0,-21,7.0,1025.0,NW,95.22,0
2013-11-17 19:00:00,0,-20,6.0,1026.0,NW,102.37,0
2013-11-17 20:00:00,0,-19,5.0,1027.0,NW,107.29,0
2013-11-17 21:00:00,0,-18,4.0,1027.0,NW,112.21,0
2013-11-17 22:00:00,0,-17,4.0,1027.0,NW,117.13,0
2013-11-17 23:00:00,0,-15,4.0,1027.0,NW,121.15,0
2013-11-18 00:00:00,0,-14,3.0,1027.0,NW,126.07,0
2013-11-18 01:00:00,0,-15,2.0,1027.0,NW,127.86,0
2013-11-18 02:00:00,1,-14,2.0,1027.0,NW,131.88,0
2013-11-18 03:00:00,0,-14,2.0,1026.0,NW,135.9,0
2013-11-18 04:00:00,0,-16,4.0,1026.0,NW,143.95,0
2013-11-18 05:00:00,0,-17,4.0,1026.0,NW,152.89,0
2013-11-18 06:00:00,0,-18,3.0,1027.0,NW,160.04,0
2013-11-18 07:00:00,0,-18,3.0,1027.0,NW,168.09,0
2013-11-18 08:00:00,0,-19,4.0,1028.0,NW,176.14,0
2013-11-18 09:00:00,0,-18,5.0,1028.0,NW,185.08,0
2013-11-18 10:00:00,0,-19,6.0,1028.0,NW,193.13,0
2013-11-18 11:00:00,0,-19,7.0,1028.0,NW,201.18,0
2013-11-18 12:00:00,0,-20,8.0,1027.0,NW,209.23,0
2013-11-18 13:00:00,0,-20,8.0,1026.0,NW,217.28,0
2013-11-18 14:00:00,0,-20,10.0,1025.0,NW,225.33,0
2013-11-18 15:00:00,0,-20,9.0,1025.0,NW,234.27,0
2013-11-18 16:00:00,0,-21,8.0,1025.0,NW,242.32,0
2013-11-18 17:00:00,0,-20,5.0,1025.0,NW,249.47,0
2013-11-18 18:00:00,0,-19,4.0,1026.0,NW,254.39,0
2013-11-18 19:00:00,1,-19,5.0,1026.0,NW,263.33,0
2013-11-18 20:00:00,0,-19,5.0,1027.0,NE,4.92,0
2013-11-18 21:00:00,1,-19,3.0,1027.0,NE,10.73,0
2013-11-18 22:00:00,0,-18,3.0,1028.0,NE,15.65,0
2013-11-18 23:00:00,0,-18,2.0,1028.0,NE,19.67,0
2013-11-19 00:00:00,1,-18,1.0,1028.0,NE,23.69,0
2013-11-19 01:00:00,0,-18,0.0,1028.0,NE,25.48,0
2013-11-19 02:00:00,0,-15,0.0,1027.0,NW,3.13,0
2013-11-19 03:00:00,0,-18,1.0,1027.0,NE,4.92,0
2013-11-19 04:00:00,0,-15,0.0,1026.0,NE,8.05,0
2013-11-19 05:00:00,0,-15,-1.0,1027.0,NE,9.84,0
2013-11-19 06:00:00,0,-15,-1.0,1026.0,NE,11.63,0
2013-11-19 07:00:00,0,-15,-1.0,1027.0,SE,1.79,0
2013-11-19 08:00:00,1,-17,0.0,1027.0,NE,4.02,0
2013-11-19 09:00:00,1,-17,2.0,1027.0,NE,8.94,0
2013-11-19 10:00:00,1,-18,3.0,1027.0,NE,12.96,0
2013-11-19 11:00:00,0,-19,5.0,1026.0,NW,1.79,0
2013-11-19 12:00:00,1,-19,6.0,1025.0,NW,3.58,0
2013-11-19 13:00:00,1,-20,6.0,1024.0,cv,0.89,0
2013-11-19 14:00:00,1,-19,7.0,1023.0,SE,1.79,0
2013-11-19 15:00:00,1,-20,8.0,1022.0,cv,0.89,0
2013-11-19 16:00:00,0,-19,7.0,1022.0,cv,1.78,0
2013-11-19 17:00:00,2,-17,5.0,1022.0,SE,0.89,0
2013-11-19 18:00:00,2,-15,2.0,1023.0,SE,1.78,0
2013-11-19 19:00:00,2,-17,5.0,1023.0,SE,3.57,0
2013-11-19 20:00:00,3,-15,5.0,1023.0,SE,6.7,0
2013-11-19 21:00:00,3,-14,5.0,1023.0,NW,1.79,0
2013-11-19 22:00:00,3,-10,-1.0,1023.0,NW,3.58,0
2013-11-19 23:00:00,3,-13,-1.0,1023.0,cv,0.89,0
2013-11-20 00:00:00,3,-10,-1.0,1023.0,NE,0.89,0
2013-11-20 01:00:00,4,-11,-1.0,1023.0,NW,1.79,0
2013-11-20 02:00:00,4,-10,-3.0,1023.0,NW,3.58,0
2013-11-20 03:00:00,4,-12,-3.0,1023.0,NW,5.37,0
2013-11-20 04:00:00,4,-10,-3.0,1023.0,NW,9.39,0
2013-11-20 05:00:00,2,-11,-3.0,1023.0,NW,12.52,0
2013-11-20 06:00:00,2,-12,-5.0,1023.0,NW,15.65,0
2013-11-20 07:00:00,2,-11,-3.0,1023.0,NW,19.67,0
2013-11-20 08:00:00,2,-13,1.0,1024.0,NW,23.69,0
2013-11-20 09:00:00,2,-13,4.0,1024.0,NW,27.71,0
2013-11-20 10:00:00,1,-13,7.0,1025.0,NW,31.73,0
2013-11-20 11:00:00,1,-13,9.0,1024.0,NE,4.02,0
2013-11-20 12:00:00,1,-12,10.0,1023.0,cv,1.79,0
2013-11-20 13:00:00,1,-12,11.0,1023.0,NE,3.13,0
2013-11-20 14:00:00,1,-13,11.0,1022.0,NE,4.92,0
2013-11-20 15:00:00,1,-13,11.0,1022.0,cv,0.89,0
2013-11-20 16:00:00,1,-13,11.0,1022.0,cv,1.78,0
2013-11-20 17:00:00,1,-12,9.0,1022.0,cv,2.67,0
2013-11-20 18:00:00,1,-11,7.0,1023.0,cv,3.56,0
2013-11-20 19:00:00,2,-9,4.0,1023.0,cv,4.45,0
2013-11-20 20:00:00,3,-11,8.0,1024.0,SE,3.13,0
2013-11-20 21:00:00,4,-9,1.0,1024.0,NE,0.89,0
2013-11-20 22:00:00,4,-8,0.0,1025.0,NE,1.78,0
2013-11-20 23:00:00,4,-8,1.0,1025.0,cv,0.89,0
2013-11-21 00:00:00,5,-9,0.0,1026.0,NW,0.89,0
2013-11-21 01:00:00,6,-8,-1.0,1026.0,NW,1.78,0
2013-11-21 02:00:00,6,-8,-3.0,1026.0,NW,3.57,0
2013-11-21 03:00:00,6,-7,-2.0,1026.0,NW,4.46,0
2013-11-21 04:00:00,5,-8,-2.0,1026.0,NW,6.25,0
2013-11-21 05:00:00,2,-8,-1.0,1026.0,NW,7.14,0
2013-11-21 06:00:00,3,-8,-2.0,1026.0,NW,8.03,0
2013-11-21 07:00:00,4,-7,-3.0,1026.0,NW,9.82,0
2013-11-21 08:00:00,5,-7,-1.0,1027.0,cv,0.89,0
2013-11-21 09:00:00,3,-7,4.0,1027.0,NW,3.13,0
2013-11-21 10:00:00,2,-9,7.0,1027.0,NW,4.92,0
2013-11-21 11:00:00,2,-9,10.0,1027.0,NW,6.71,0
2013-11-21 12:00:00,2,-11,11.0,1026.0,cv,0.89,0
2013-11-21 13:00:00,2,-12,11.0,1025.0,NW,1.79,0
2013-11-21 14:00:00,2,-12,12.0,1024.0,NW,3.58,0
2013-11-21 15:00:00,1,-12,12.0,1024.0,cv,0.89,0
2013-11-21 16:00:00,1,-12,11.0,1024.0,cv,2.68,0
2013-11-21 17:00:00,2,-11,8.0,1025.0,SE,0.89,0
2013-11-21 18:00:00,5,-9,8.0,1025.0,SE,4.02,0
2013-11-21 19:00:00,4,-9,9.0,1025.0,SE,5.81,0
2013-11-21 20:00:00,5,-7,4.0,1026.0,cv,0.89,0
2013-11-21 21:00:00,6,-7,2.0,1026.0,cv,1.78,0
2013-11-21 22:00:00,6,-7,1.0,1027.0,cv,2.67,0
2013-11-21 23:00:00,7,-6,0.0,1027.0,NE,0.89,0
2013-11-22 00:00:00,7,-7,0.0,1027.0,cv,0.45,0
2013-11-22 01:00:00,7,-7,-1.0,1027.0,NW,1.79,0
2013-11-22 02:00:00,7,-7,-1.0,1027.0,NW,3.58,0
2013-11-22 03:00:00,5,-8,-1.0,1027.0,NW,5.37,0
2013-11-22 04:00:00,5,-8,-2.0,1027.0,NW,8.5,0
2013-11-22 05:00:00,4,-8,-2.0,1026.0,NW,10.29,0
2013-11-22 06:00:00,2,-8,-2.0,1026.0,NW,12.08,0
2013-11-22 07:00:00,2,-7,0.0,1027.0,NW,16.1,0
2013-11-22 08:00:00,2,-6,0.0,1026.0,NW,20.12,0
2013-11-22 09:00:00,2,-8,4.0,1027.0,NW,23.25,0
2013-11-22 10:00:00,2,-10,7.0,1026.0,NW,26.38,0
2013-11-22 11:00:00,2,-10,10.0,1025.0,NW,28.17,0
2013-11-22 12:00:00,2,-11,10.0,1024.0,cv,1.79,0
2013-11-22 13:00:00,2,-11,11.0,1023.0,cv,2.68,0
2013-11-22 14:00:00,2,-11,12.0,1022.0,cv,4.47,0
2013-11-22 15:00:00,4,-10,13.0,1022.0,cv,6.26,0
2013-11-22 16:00:00,6,-10,11.0,1021.0,SE,3.13,0
2013-11-22 17:00:00,5,-8,10.0,1021.0,SE,7.15,0
2013-11-22 18:00:00,6,-8,7.0,1022.0,SE,10.28,0
2013-11-22 19:00:00,6,-8,8.0,1022.0,SE,12.07,0
2013-11-22 20:00:00,10,-8,7.0,1022.0,SE,13.86,0
2013-11-22 21:00:00,10,-5,4.0,1022.0,cv,0.89,0
2013-11-22 22:00:00,10,-5,3.0,1022.0,cv,1.78,0
2013-11-22 23:00:00,11,-5,1.0,1022.0,cv,2.67,0
2013-11-23 00:00:00,11,-6,0.0,1022.0,NE,1.79,0
2013-11-23 01:00:00,9,-5,0.0,1022.0,cv,0.89,0
2013-11-23 02:00:00,0,-5,-1.0,1021.0,NW,0.89,0
2013-11-23 03:00:00,12,-5,-1.0,1021.0,NW,2.68,0
2013-11-23 04:00:00,12,-6,-1.0,1021.0,NW,5.81,0
2013-11-23 05:00:00,8,-7,-2.0,1021.0,NW,7.6,0
2013-11-23 06:00:00,6,-7,-2.0,1021.0,NW,10.73,0
2013-11-23 07:00:00,6,-7,-2.0,1021.0,NE,0.89,0
2013-11-23 08:00:00,5,-6,0.0,1022.0,cv,0.89,0
2013-11-23 09:00:00,4,-6,4.0,1022.0,NW,3.13,0
2013-11-23 10:00:00,4,-6,6.0,1021.0,cv,0.89,0
2013-11-23 11:00:00,5,-8,9.0,1020.0,NE,3.13,0
2013-11-23 12:00:00,4,-8,12.0,1019.0,NE,6.26,0
2013-11-23 13:00:00,4,-11,16.0,1018.0,NW,3.13,0
2013-11-23 14:00:00,3,-11,16.0,1018.0,NW,7.15,0
2013-11-23 15:00:00,4,-11,16.0,1018.0,NW,10.28,0
2013-11-23 16:00:00,6,-12,15.0,1018.0,NW,14.3,0
2013-11-23 17:00:00,7,-7,13.0,1019.0,SE,4.02,0
2013-11-23 18:00:00,7,-7,12.0,1019.0,NW,3.13,0
2013-11-23 19:00:00,8,-6,8.0,1019.0,cv,0.89,0
2013-11-23 20:00:00,8,-6,7.0,1019.0,cv,1.78,0
2013-11-23 21:00:00,8,-5,6.0,1019.0,cv,2.67,0
2013-11-23 22:00:00,8,-4,4.0,1020.0,cv,3.56,0
2013-11-23 23:00:00,6,-4,4.0,1020.0,cv,4.01,0
2013-11-24 00:00:00,7,-4,3.0,1020.0,NE,0.89,0
2013-11-24 01:00:00,7,-4,3.0,1019.0,cv,0.89,0
2013-11-24 02:00:00,9,-4,3.0,1019.0,cv,1.78,0
2013-11-24 03:00:00,10,-5,3.0,1018.0,NW,1.79,0
2013-11-24 04:00:00,6,-7,5.0,1018.0,cv,0.89,0
2013-11-24 05:00:00,3,-6,3.0,1018.0,NW,1.79,0
2013-11-24 06:00:00,1,-6,4.0,1017.0,NW,3.58,0
2013-11-24 07:00:00,1,-5,4.0,1017.0,NW,7.6,0
2013-11-24 08:00:00,1,-7,6.0,1017.0,NW,11.62,0
2013-11-24 09:00:00,1,-8,7.0,1017.0,NW,15.64,0
2013-11-24 10:00:00,1,-10,9.0,1017.0,NW,18.77,0
2013-11-24 11:00:00,1,-10,9.0,1016.0,NW,21.9,0
2013-11-24 12:00:00,2,-14,10.0,1015.0,NW,26.82,0
2013-11-24 13:00:00,2,-15,10.0,1014.0,NW,32.63,0
2013-11-24 14:00:00,2,-15,11.0,1013.0,NW,37.55,0
2013-11-24 15:00:00,2,-16,10.0,1012.0,NW,43.36,0
2013-11-24 16:00:00,2,-15,8.0,1012.0,NE,3.13,0
2013-11-24 17:00:00,2,-14,7.0,1012.0,cv,0.89,0
2013-11-24 18:00:00,2,-10,4.0,1012.0,cv,1.78,0
2013-11-24 19:00:00,2,-10,3.0,1013.0,NW,1.79,0
2013-11-24 20:00:00,2,-14,8.0,1013.0,NW,5.81,0
2013-11-24 21:00:00,2,-14,8.0,1013.0,NW,14.75,0
2013-11-24 22:00:00,1,-14,7.0,1014.0,NW,25.93,0
2013-11-24 23:00:00,1,-13,6.0,1014.0,NW,34.87,0
2013-11-25 00:00:00,0,-13,6.0,1015.0,NW,46.05,0
2013-11-25 01:00:00,0,-13,5.0,1015.0,NW,53.2,0
2013-11-25 02:00:00,1,-14,5.0,1015.0,NW,61.25,0
2013-11-25 03:00:00,1,-13,4.0,1015.0,NW,67.06,0
2013-11-25 04:00:00,0,-13,4.0,1016.0,NW,72.87,0
2013-11-25 05:00:00,1,-14,4.0,1016.0,NW,80.92,0
2013-11-25 06:00:00,1,-16,3.0,1017.0,NW,88.07,0
2013-11-25 07:00:00,0,-16,3.0,1018.0,NW,96.12,0
2013-11-25 08:00:00,1,-17,3.0,1019.0,NW,101.93,0
2013-11-25 09:00:00,1,-19,4.0,1020.0,NW,110.87,0
2013-11-25 10:00:00,1,-21,6.0,1020.0,NW,119.81,0
2013-11-25 11:00:00,0,-18,7.0,1020.0,NW,126.96,0
2013-11-25 12:00:00,0,-17,6.0,1018.0,NW,131.88,0
2013-11-25 13:00:00,0,-17,7.0,1018.0,NW,137.69,0
2013-11-25 14:00:00,1,-19,7.0,1017.0,NW,145.74,0
2013-11-25 15:00:00,1,-20,7.0,1017.0,NW,153.79,0
2013-11-25 16:00:00,0,-21,7.0,1017.0,NW,162.73,0
2013-11-25 17:00:00,0,-21,6.0,1017.0,NW,169.88,0
2013-11-25 18:00:00,0,-21,6.0,1018.0,NW,174.8,0
2013-11-25 19:00:00,0,-21,6.0,1018.0,NW,177.93,0
2013-11-25 20:00:00,3,-17,2.0,1018.0,cv,0.89,0
2013-11-25 21:00:00,0,-16,1.0,1018.0,cv,1.34,0
2013-11-25 22:00:00,1,-16,0.0,1017.0,cv,2.23,0
2013-11-25 23:00:00,2,-12,-1.0,1017.0,cv,3.12,0
2013-11-26 00:00:00,2,-10,-3.0,1017.0,cv,4.01,0
2013-11-26 01:00:00,2,-13,-3.0,1017.0,cv,4.9,0
2013-11-26 02:00:00,3,-13,-3.0,1017.0,cv,5.79,0
2013-11-26 03:00:00,2,-14,-4.0,1017.0,NW,1.79,0
2013-11-26 04:00:00,2,-14,-3.0,1017.0,cv,0.89,0
2013-11-26 05:00:00,1,-13,-5.0,1017.0,NW,0.89,0
2013-11-26 06:00:00,1,-11,-5.0,1017.0,NE,0.89,0
2013-11-26 07:00:00,1,-11,-4.0,1018.0,cv,0.89,0
2013-11-26 08:00:00,1,-13,-3.0,1019.0,NW,3.13,0
2013-11-26 09:00:00,1,-17,3.0,1019.0,NW,6.26,0
2013-11-26 10:00:00,0,-20,4.0,1019.0,NE,3.13,0
2013-11-26 11:00:00,0,-21,6.0,1019.0,cv,0.89,0
2013-11-26 12:00:00,0,-20,8.0,1018.0,NW,4.02,0
2013-11-26 13:00:00,1,-22,7.0,1017.0,NW,9.83,0
2013-11-26 14:00:00,1,-22,7.0,1017.0,NW,18.77,0
2013-11-26 15:00:00,1,-26,6.0,1017.0,NW,28.6,0
2013-11-26 16:00:00,0,-26,6.0,1017.0,NW,38.43,0
2013-11-26 17:00:00,0,-27,5.0,1018.0,NW,46.48,0
2013-11-26 18:00:00,0,-29,4.0,1019.0,NW,54.53,0
2013-11-26 19:00:00,1,-28,2.0,1021.0,NW,64.36,0
2013-11-26 20:00:00,1,-28,1.0,1022.0,NW,73.3,0
2013-11-26 21:00:00,0,-25,0.0,1024.0,NW,84.48,0
2013-11-26 22:00:00,0,-24,-2.0,1025.0,NW,92.53,0
2013-11-26 23:00:00,0,-24,-2.0,1025.0,NW,102.36,0
2013-11-27 00:00:00,0,-25,-2.0,1025.0,NW,112.19,0
2013-11-27 01:00:00,0,-25,-3.0,1025.0,NW,120.24,0
2013-11-27 02:00:00,0,-24,-3.0,1025.0,NW,128.29,0
2013-11-27 03:00:00,0,-21,-4.0,1025.0,NW,134.1,0
2013-11-27 04:00:00,0,-23,-3.0,1025.0,NW,143.04,0
2013-11-27 05:00:00,0,-26,-4.0,1025.0,NW,154.22,0
2013-11-27 06:00:00,0,-26,-4.0,1026.0,NW,164.05,0
2013-11-27 07:00:00,0,-26,-4.0,1027.0,NW,176.12,0
2013-11-27 08:00:00,0,-27,-4.0,1027.0,NW,188.19,0
2013-11-27 09:00:00,0,-26,-3.0,1028.0,NW,198.02,0
2013-11-27 10:00:00,0,-28,-2.0,1028.0,NW,210.09,0
2013-11-27 11:00:00,0,-29,-1.0,1028.0,NW,222.16,0
2013-11-27 12:00:00,0,-29,0.0,1027.0,NW,231.1,0
2013-11-27 13:00:00,0,-28,-1.0,1027.0,NW,239.15,0
2013-11-27 14:00:00,0,-28,0.0,1027.0,NW,248.98,0
2013-11-27 15:00:00,0,-28,0.0,1027.0,NW,257.92,0
2013-11-27 16:00:00,0,-29,-1.0,1027.0,NW,265.97,0
2013-11-27 17:00:00,0,-29,-1.0,1027.0,NW,274.02,0
2013-11-27 18:00:00,0,-29,-1.0,1028.0,NW,281.17,0
2013-11-27 19:00:00,0,-29,-2.0,1028.0,NW,288.32,0
2013-11-27 20:00:00,0,-30,-2.0,1028.0,NW,295.47,0
